date,state_normalized,district_cleaned,age_0_5,age_5_17,age_18_greater
19-11-2025,MADHYA PRADESH,Seoni,160,16,1
19-11-2025,MADHYA PRADESH,Shahdol,87,15,4
19-11-2025,MADHYA PRADESH,Shajapur,216,16,2
19-11-2025,MADHYA PRADESH,Sheopur,57,31,0
19-11-2025,MADHYA PRADESH,Shivpuri,195,63,56
19-11-2025,MADHYA PRADESH,Sidhi,183,10,0
19-11-2025,MADHYA PRADESH,Singrauli,202,22,1
19-11-2025,MADHYA PRADESH,Tikamgarh,202,43,8
19-11-2025,MADHYA PRADESH,Ujjain,366,41,4
19-11-2025,MADHYA PRADESH,Umaria,104,19,0
19-11-2025,MADHYA PRADESH,Vidisha,162,32,1
19-11-2025,MADHYA PRADESH,West Nimar,13,1,0
19-11-2025,MAHARASHTRA,Ahmadnagar,142,41,5
19-11-2025,MAHARASHTRA,Ahmed Nagar,3,1,0
19-11-2025,MAHARASHTRA,Akola,71,6,1
19-11-2025,MAHARASHTRA,Amravati,96,15,7
19-11-2025,MAHARASHTRA,Aurangabad,201,57,11
19-11-2025,MAHARASHTRA,Beed,94,21,2
19-11-2025,MAHARASHTRA,Bhandara,48,0,0
19-11-2025,MAHARASHTRA,Bid,9,1,0
19-11-2025,MAHARASHTRA,Buldana,16,3,0
19-11-2025,MAHARASHTRA,Buldhana,80,7,2
19-11-2025,MAHARASHTRA,Chandrapur,82,4,5
19-11-2025,MAHARASHTRA,Chatrapati Sambhaji Nagar,5,3,0
19-11-2025,MAHARASHTRA,Chhatrapati Sambhajinagar,6,2,27
19-11-2025,MAHARASHTRA,Dharashiv,2,0,1
19-11-2025,MAHARASHTRA,Dhule,120,27,4
19-11-2025,MAHARASHTRA,Gadchiroli,40,0,1
19-11-2025,MAHARASHTRA,Gondiya,57,3,0
19-11-2025,MAHARASHTRA,Gondiya *,1,0,0
19-11-2025,MAHARASHTRA,Hingoli,46,12,11
19-11-2025,MAHARASHTRA,Jalgaon,193,23,35
19-11-2025,MAHARASHTRA,Jalna,96,12,2
19-11-2025,MAHARASHTRA,Kolhapur,175,26,0
19-11-2025,MAHARASHTRA,Latur,77,26,4
19-11-2025,MAHARASHTRA,Mumbai,278,80,3
19-11-2025,MAHARASHTRA,Mumbai City,84,8,99
19-11-2025,MAHARASHTRA,Mumbai Suburban,186,46,76
19-11-2025,MAHARASHTRA,Mumbai( Sub Urban ),14,0,0
19-11-2025,MAHARASHTRA,Nagpur,213,29,2
19-11-2025,MAHARASHTRA,Nanded,117,29,42
19-11-2025,MAHARASHTRA,Nandurbar,93,16,5
19-11-2025,MAHARASHTRA,Nandurbar *,2,0,0
19-11-2025,MAHARASHTRA,Nashik,361,89,55
19-11-2025,MAHARASHTRA,Osmanabad,64,10,0
19-11-2025,MAHARASHTRA,Palghar,171,34,7
19-11-2025,MAHARASHTRA,Parbhani,104,26,57
19-11-2025,MAHARASHTRA,Pune,564,101,111
19-11-2025,MAHARASHTRA,Raigad,44,6,3
19-11-2025,MAHARASHTRA,Raigarh,100,17,0
19-11-2025,MAHARASHTRA,Ratnagiri,60,6,1
19-11-2025,MAHARASHTRA,Sangli,162,18,5
19-11-2025,MAHARASHTRA,Satara,134,6,0
19-11-2025,MAHARASHTRA,Sindhudurg,43,1,4
19-11-2025,MAHARASHTRA,Solapur,258,56,19
19-11-2025,MAHARASHTRA,Thane,613,175,52
19-11-2025,MAHARASHTRA,Wardha,46,3,2
19-11-2025,MAHARASHTRA,Washim,50,2,0
19-11-2025,MAHARASHTRA,Yavatmal,68,15,10
19-11-2025,MANIPUR,Bishnupur,9,5,0
19-11-2025,MANIPUR,Chandel,2,7,0
19-11-2025,MANIPUR,Churachandpur,11,15,1
19-11-2025,MANIPUR,Imphal East,12,12,0
19-11-2025,MANIPUR,Imphal West,11,13,0
19-11-2025,MANIPUR,Jiribam,1,2,0
19-11-2025,MANIPUR,Kakching,3,0,0
19-11-2025,MANIPUR,Senapati,35,9,2
19-11-2025,MANIPUR,Tamenglong,9,17,0
19-11-2025,MANIPUR,Thoubal,3,21,0
19-11-2025,MANIPUR,Ukhrul,25,22,0
19-11-2025,MEGHALAYA,East Garo Hills,1,4,0
19-11-2025,MEGHALAYA,East Jaintia Hills,0,2,13
19-11-2025,MEGHALAYA,East Khasi Hills,17,22,209
19-11-2025,MEGHALAYA,North Garo Hills,0,2,14
19-11-2025,MEGHALAYA,Ri Bhoi,11,6,0
19-11-2025,MEGHALAYA,South Garo Hills,3,4,16
19-11-2025,MEGHALAYA,South West Garo Hills,6,5,1
19-11-2025,MEGHALAYA,South West Khasi Hills,4,2,17
19-11-2025,MEGHALAYA,West Garo Hills,33,17,8
19-11-2025,MEGHALAYA,West Jaintia Hills,5,4,1
19-11-2025,MEGHALAYA,West Khasi Hills,1,6,0
19-11-2025,MIZORAM,Aizawl,28,3,0
19-11-2025,MIZORAM,Champhai,14,8,0
19-11-2025,MIZORAM,Khawzawl,1,0,0
19-11-2025,MIZORAM,Kolasib,5,0,0
19-11-2025,MIZORAM,Lawngtlai,4,1,0
19-11-2025,MIZORAM,Lunglei,11,2,0
19-11-2025,MIZORAM,Mamit,12,1,0
19-11-2025,MIZORAM,Mammit,3,0,0
19-11-2025,MIZORAM,Saiha,1,0,0
19-11-2025,MIZORAM,Serchhip,1,0,0
19-11-2025,NAGALAND,Chumukedima,1,0,1
19-11-2025,NAGALAND,Dimapur,11,4,0
19-11-2025,NAGALAND,Kiphire,1,1,0
19-11-2025,NAGALAND,Kohima,2,7,0
19-11-2025,NAGALAND,Mokokchung,0,1,0
19-11-2025,NAGALAND,Mon,4,4,3
19-11-2025,NAGALAND,Niuland,0,1,0
19-11-2025,NAGALAND,Noklak,0,2,0
19-11-2025,NAGALAND,Peren,0,0,1
19-11-2025,NAGALAND,Phek,2,1,0
19-11-2025,NAGALAND,Shamator,0,2,1
19-11-2025,NAGALAND,Tseminyu,0,2,2
19-11-2025,NAGALAND,Tuensang,2,2,0
19-11-2025,NAGALAND,Wokha,0,4,0
19-11-2025,NAGALAND,Zunheboto,0,1,0
19-11-2025,ODISHA,Angul,68,7,0
19-11-2025,ODISHA,Anugul,6,0,0
19-11-2025,ODISHA,Balangir,100,20,3
19-11-2025,ODISHA,Baleshwar,26,7,0
19-11-2025,ODISHA,Baleswar,139,32,0
19-11-2025,ODISHA,Bargarh,67,18,0
19-11-2025,ODISHA,Baudh,4,0,0
19-11-2025,ODISHA,Bhadrak,110,28,0
19-11-2025,ODISHA,Boudh,17,3,0
19-11-2025,ODISHA,Cuttack,86,20,1
19-11-2025,ODISHA,Debagarh,10,3,0
19-11-2025,ODISHA,Dhenkanal,46,12,0
19-11-2025,ODISHA,Gajapati,48,8,1
19-11-2025,ODISHA,Ganjam,210,32,0
19-11-2025,ODISHA,JAJPUR,63,10,24
19-11-2025,ODISHA,Jagatsinghapur,55,15,0
19-11-2025,ODISHA,Jagatsinghpur,13,0,0
19-11-2025,ODISHA,Jajapur,79,14,0
19-11-2025,ODISHA,Jajpur,0,2,0
19-11-2025,ODISHA,Jharsuguda,40,1,0
19-11-2025,ODISHA,Kalahandi,56,23,2
19-11-2025,ODISHA,Kandhamal,62,2,0
19-11-2025,ODISHA,Kendrapara,79,18,0
19-11-2025,ODISHA,Kendujhar,82,19,0
19-11-2025,ODISHA,Khorda,123,18,1
19-11-2025,ODISHA,Khordha,11,2,0
19-11-2025,ODISHA,Koraput,48,18,0
19-11-2025,ODISHA,Malkangiri,34,6,0
19-11-2025,ODISHA,Mayurbhanj,156,35,0
19-11-2025,ODISHA,Nabarangapur,88,34,0
19-11-2025,ODISHA,Nayagarh,44,12,1
19-11-2025,ODISHA,Nuapada,35,6,0
19-11-2025,ODISHA,Puri,136,20,0
19-11-2025,ODISHA,Rayagada,47,13,0
19-11-2025,ODISHA,Sambalpur,50,12,0
19-11-2025,ODISHA,Sonapur,33,5,0
19-11-2025,ODISHA,Subarnapur,5,0,0
19-11-2025,ODISHA,Sundargarh,15,7,0
19-11-2025,ODISHA,Sundergarh,68,11,0
19-11-2025,Orissa,Anugul,2,0,0
19-11-2025,Orissa,Balangir,9,1,0
19-11-2025,Orissa,Baleshwar,13,0,0
19-11-2025,Orissa,Bargarh,3,0,0
19-11-2025,Orissa,Bhadrak,10,0,0
19-11-2025,Orissa,Cuttack,4,2,0
19-11-2025,Orissa,Debagarh,1,0,0
19-11-2025,Orissa,Dhenkanal,1,0,0
19-11-2025,Orissa,Ganjam,14,0,0
19-11-2025,Orissa,Jajapur,2,0,0
19-11-2025,Orissa,Jharsuguda,1,0,0
19-11-2025,Orissa,Kendrapara,1,0,0
19-11-2025,Orissa,Khordha,11,6,0
19-11-2025,Orissa,Koraput,3,0,0
19-11-2025,Orissa,Malkangiri,0,1,0
19-11-2025,Orissa,Mayurbhanj,2,0,0
19-11-2025,Orissa,Nayagarh,4,0,0
19-11-2025,Orissa,Puri,5,0,0
19-11-2025,Orissa,Rayagada,3,1,0
19-11-2025,Orissa,Sambalpur,1,1,0
19-11-2025,Orissa,Sonapur,2,0,0
19-11-2025,Orissa,Sundargarh,4,2,0
19-11-2025,PUDUCHERRY,Karaikal,3,1,0
19-11-2025,PUDUCHERRY,Puducherry,16,2,3
19-11-2025,PUNJAB,Amritsar,133,22,1
19-11-2025,PUNJAB,Barnala,21,1,0
19-11-2025,PUNJAB,Bathinda,72,11,0
19-11-2025,PUNJAB,Faridkot,28,3,2
19-11-2025,PUNJAB,Fatehgarh Sahib,16,2,0
19-11-2025,PUNJAB,Fazilka,31,1,1
19-11-2025,PUNJAB,Ferozepur,28,5,0
19-11-2025,PUNJAB,Firozpur,6,2,0
19-11-2025,PUNJAB,Gurdaspur,82,9,1
19-11-2025,PUNJAB,Hoshiarpur,79,9,11
19-11-2025,PUNJAB,Jalandhar,101,14,3
19-11-2025,PUNJAB,Kapurthala,33,6,31
19-11-2025,PUNJAB,Ludhiana,199,61,11
19-11-2025,PUNJAB,Malerkotla,27,4,3
19-11-2025,PUNJAB,Mansa,28,4,0
19-11-2025,PUNJAB,Moga,39,1,16
19-11-2025,PUNJAB,Muktsar,6,0,0
19-11-2025,PUNJAB,Nawanshahr,8,4,0
19-11-2025,PUNJAB,Pathankot,29,3,1
19-11-2025,PUNJAB,Patiala,93,17,0
19-11-2025,PUNJAB,Rupnagar,48,0,3
19-11-2025,PUNJAB,S.A.S Nagar(Mohali),7,0,0
19-11-2025,PUNJAB,SAS Nagar (Mohali),71,11,0
19-11-2025,PUNJAB,Sangrur,56,4,22
19-11-2025,PUNJAB,Shaheed Bhagat Singh Nagar,32,4,20
19-11-2025,PUNJAB,Sri Muktsar Sahib,33,0,4
19-11-2025,PUNJAB,Tarn Taran,61,3,2
19-11-2025,Pondicherry,Pondicherry,16,2,0
19-11-2025,RAJASTHAN,Ajmer,316,72,0
19-11-2025,RAJASTHAN,Alwar,449,206,5
19-11-2025,RAJASTHAN,Banswara,133,90,0
19-11-2025,RAJASTHAN,Baran,119,38,0
19-11-2025,RAJASTHAN,Barmer,451,157,5
19-11-2025,RAJASTHAN,Bharatpur,458,199,0
19-11-2025,RAJASTHAN,Bhilwara,224,78,0
19-11-2025,RAJASTHAN,Bikaner,152,120,1
19-11-2025,RAJASTHAN,Bundi,89,28,1
19-11-2025,RAJASTHAN,Chittaurgarh,21,2,0
19-11-2025,RAJASTHAN,Chittorgarh,85,37,3
19-11-2025,RAJASTHAN,Churu,197,81,3
19-11-2025,RAJASTHAN,Dausa,156,71,2
19-11-2025,RAJASTHAN,Deeg,0,1,0
19-11-2025,RAJASTHAN,Deeg ,1,1,0
19-11-2025,RAJASTHAN,Dhaulpur,12,0,0
19-11-2025,RAJASTHAN,Dholpur,153,79,0
19-11-2025,RAJASTHAN,Dungarpur,105,61,1
19-11-2025,RAJASTHAN,Ganganagar,101,28,0
19-11-2025,RAJASTHAN,Hanumangarh,94,26,1
19-11-2025,RAJASTHAN,Jaipur,629,205,8
19-11-2025,RAJASTHAN,Jaisalmer,62,17,0
19-11-2025,RAJASTHAN,Jalor,321,219,4
19-11-2025,RAJASTHAN,Jhalawar,203,59,0
19-11-2025,RAJASTHAN,Jhunjhunu,6,4,0
19-11-2025,RAJASTHAN,Jhunjhunun,152,27,1
19-11-2025,RAJASTHAN,Jodhpur,293,126,42
19-11-2025,RAJASTHAN,Karauli,221,67,0
19-11-2025,RAJASTHAN,Kota,140,42,0
19-11-2025,RAJASTHAN,Nagaur,293,114,0
19-11-2025,RAJASTHAN,Pali,205,52,0
19-11-2025,RAJASTHAN,Pratapgarh,57,28,0
19-11-2025,RAJASTHAN,Rajsamand,112,32,1
19-11-2025,RAJASTHAN,Sawai Madhopur,106,36,1
19-11-2025,RAJASTHAN,Sikar,254,57,2
19-11-2025,RAJASTHAN,Sirohi,138,116,0
19-11-2025,RAJASTHAN,Tonk,96,48,0
19-11-2025,RAJASTHAN,Udaipur,378,226,0
19-11-2025,SIKKIM,East,7,0,0
19-11-2025,SIKKIM,East Sikkim,9,0,0
19-11-2025,SIKKIM,North Sikkim,2,0,0
19-11-2025,SIKKIM,South,7,3,0
19-11-2025,SIKKIM,South Sikkim,3,0,0
19-11-2025,SIKKIM,West,6,8,0
19-11-2025,SIKKIM,West Sikkim,2,4,0
19-11-2025,TAMIL NADU,Ariyalur,39,13,37
19-11-2025,TAMIL NADU,Chengalpattu,17,6,2
19-11-2025,TAMIL NADU,Chennai,189,46,56
19-11-2025,TAMIL NADU,Coimbatore,200,61,3
19-11-2025,TAMIL NADU,Cuddalore,145,21,1
19-11-2025,TAMIL NADU,Dharmapuri,139,33,8
19-11-2025,TAMIL NADU,Dindigul,107,45,3
19-11-2025,TAMIL NADU,Erode,127,23,5
19-11-2025,TAMIL NADU,Kallakurichi,16,2,0
19-11-2025,TAMIL NADU,Kancheepuram,196,70,4
19-11-2025,TAMIL NADU,Kanniyakumari,57,2,0
19-11-2025,TAMIL NADU,Kanyakumari,51,2,13
19-11-2025,TAMIL NADU,Karur,83,11,0
19-11-2025,TAMIL NADU,Krishnagiri,93,21,5
19-11-2025,TAMIL NADU,Madurai,216,35,6
19-11-2025,TAMIL NADU,Mayiladuthurai,6,1,1
19-11-2025,TAMIL NADU,Nagapattinam,52,14,0
19-11-2025,TAMIL NADU,Namakkal,81,21,1
19-11-2025,TAMIL NADU,Perambalur,37,7,0
19-11-2025,TAMIL NADU,Pudukkottai,118,40,4
19-11-2025,TAMIL NADU,Ramanathapuram,96,26,4
19-11-2025,TAMIL NADU,Ranipet,2,0,0
19-11-2025,TAMIL NADU,Salem,225,71,14
19-11-2025,TAMIL NADU,Sivaganga,93,27,4
19-11-2025,TAMIL NADU,Tenkasi,36,3,0
19-11-2025,TAMIL NADU,Thanjavur,123,40,1
19-11-2025,TAMIL NADU,The Nilgiris,31,14,1
19-11-2025,TAMIL NADU,Theni,78,11,2
19-11-2025,TAMIL NADU,Thiruvallur,5,2,0
19-11-2025,TAMIL NADU,Thiruvarur,85,21,2
19-11-2025,TAMIL NADU,Thoothukkudi,116,26,3
19-11-2025,TAMIL NADU,Tiruchirappalli,164,36,1
19-11-2025,TAMIL NADU,Tirunelveli,220,34,2
19-11-2025,TAMIL NADU,Tirupattur,19,6,1
19-11-2025,TAMIL NADU,Tiruppur,137,31,2
19-11-2025,TAMIL NADU,Tiruvallur,232,72,19
19-11-2025,TAMIL NADU,Tiruvannamalai,153,13,3
19-11-2025,TAMIL NADU,Vellore,185,39,6
19-11-2025,TAMIL NADU,Villupuram,151,27,2
19-11-2025,TAMIL NADU,Viluppuram,95,18,0
19-11-2025,TAMIL NADU,Virudhunagar,123,18,0
19-11-2025,TELANGANA,Adilabad,46,12,0
19-11-2025,TELANGANA,Bhadradri Kothagudem,34,12,1
19-11-2025,TELANGANA,Hanumakonda,16,0,3
19-11-2025,TELANGANA,Hyderabad,275,46,9
19-11-2025,TELANGANA,Jagitial,29,0,1
19-11-2025,TELANGANA,Jangoan,15,1,0
19-11-2025,TELANGANA,Jayashankar Bhupalpally,10,1,0
19-11-2025,TELANGANA,Jogulamba Gadwal,27,6,0
19-11-2025,TELANGANA,K.v. Rangareddy,237,74,11
19-11-2025,TELANGANA,Kamareddy,40,1,0
19-11-2025,TELANGANA,Karimnagar,119,18,1
19-11-2025,TELANGANA,Khammam,49,11,2
19-11-2025,TELANGANA,Komaram Bheem,17,2,0
19-11-2025,TELANGANA,Mahabubabad,19,3,0
19-11-2025,TELANGANA,Mahabubnagar,126,50,7
19-11-2025,TELANGANA,Mancherial,18,1,0
19-11-2025,TELANGANA,Medak,120,32,0
19-11-2025,TELANGANA,Medchal-malkajgiri,46,16,5
19-11-2025,TELANGANA,Medchal−malkajgiri,11,1,0
19-11-2025,TELANGANA,Mulugu,9,2,0
19-11-2025,TELANGANA,Nagarkurnool,15,8,0
19-11-2025,TELANGANA,Nalgonda,111,21,0
19-11-2025,TELANGANA,Narayanpet,10,0,0
19-11-2025,TELANGANA,Nirmal,19,6,0
19-11-2025,TELANGANA,Nizamabad,97,11,2
19-11-2025,TELANGANA,Peddapalli,9,1,0
19-11-2025,TELANGANA,Rajanna Sircilla,15,2,1
19-11-2025,TELANGANA,Rangareddy,3,1,0
19-11-2025,TELANGANA,Sangareddy,52,9,1
19-11-2025,TELANGANA,Siddipet,25,9,0
19-11-2025,TELANGANA,Suryapet,29,3,1
19-11-2025,TELANGANA,Vikarabad,32,8,1
19-11-2025,TELANGANA,Wanaparthy,32,11,0
19-11-2025,TELANGANA,Warangal,38,9,0
19-11-2025,TELANGANA,Warangal Rural,9,1,1
19-11-2025,TELANGANA,Warangal Urban,14,2,1
19-11-2025,TELANGANA,Yadadri.,26,4,1
19-11-2025,TRIPURA,Dhalai,20,14,1
19-11-2025,TRIPURA,Gomati,10,6,0
19-11-2025,TRIPURA,Khowai,6,3,0
19-11-2025,TRIPURA,North Tripura,20,8,0
19-11-2025,TRIPURA,Sepahijala,23,12,4
19-11-2025,TRIPURA,South Tripura,40,33,1
19-11-2025,TRIPURA,Unakoti,6,3,0
19-11-2025,TRIPURA,West Tripura,31,13,0
19-11-2025,UTTAR PRADESH,Agra,275,135,1
19-11-2025,UTTAR PRADESH,Aligarh,180,95,15
19-11-2025,UTTAR PRADESH,Allahabad,209,100,2
19-11-2025,UTTAR PRADESH,Ambedkar Nagar,127,90,0
19-11-2025,UTTAR PRADESH,Amethi,153,63,1
19-11-2025,UTTAR PRADESH,Amroha,161,40,0
19-11-2025,UTTAR PRADESH,Auraiya,123,36,0
19-11-2025,UTTAR PRADESH,Ayodhya,21,7,0
19-11-2025,UTTAR PRADESH,Azamgarh,168,150,14
19-11-2025,UTTAR PRADESH,Baghpat,93,56,1
19-11-2025,UTTAR PRADESH,Bahraich,185,142,29
19-11-2025,UTTAR PRADESH,Ballia,102,117,0
19-11-2025,UTTAR PRADESH,Balrampur,180,134,4
19-11-2025,UTTAR PRADESH,Banda,80,45,14
19-11-2025,UTTAR PRADESH,Bara Banki,209,76,1
19-11-2025,UTTAR PRADESH,Barabanki,10,7,0
19-11-2025,UTTAR PRADESH,Bareilly,480,157,38
19-11-2025,UTTAR PRADESH,Basti,158,89,1
19-11-2025,UTTAR PRADESH,Bhadohi,3,6,3
19-11-2025,UTTAR PRADESH,Bijnor,394,70,2
19-11-2025,UTTAR PRADESH,Budaun,243,88,8
19-11-2025,UTTAR PRADESH,Bulandshahar,3,3,0
19-11-2025,UTTAR PRADESH,Bulandshahr,272,163,1
19-11-2025,UTTAR PRADESH,Chandauli,159,98,1
19-11-2025,UTTAR PRADESH,Chitrakoot,59,46,0
19-11-2025,UTTAR PRADESH,Deoria,118,96,11
19-11-2025,UTTAR PRADESH,Etah,98,46,0
19-11-2025,UTTAR PRADESH,Etawah,98,38,5
19-11-2025,UTTAR PRADESH,Faizabad,66,35,0
19-11-2025,UTTAR PRADESH,Farrukhabad,88,56,17
19-11-2025,UTTAR PRADESH,Fatehpur,171,63,0
19-11-2025,UTTAR PRADESH,Firozabad,124,41,4
19-11-2025,UTTAR PRADESH,Gautam Buddha Nagar,143,78,8
19-11-2025,UTTAR PRADESH,Ghaziabad,202,108,6
19-11-2025,UTTAR PRADESH,Ghazipur,100,117,4
19-11-2025,UTTAR PRADESH,Gonda,215,102,6
19-11-2025,UTTAR PRADESH,Gorakhpur,151,116,0
19-11-2025,UTTAR PRADESH,Hamirpur,90,30,1
19-11-2025,UTTAR PRADESH,Hapur,41,18,1
19-11-2025,UTTAR PRADESH,Hardoi,227,142,0
19-11-2025,UTTAR PRADESH,Hathras,68,22,1
19-11-2025,UTTAR PRADESH,Jalaun,83,63,2
19-11-2025,UTTAR PRADESH,Jaunpur,119,180,3
19-11-2025,UTTAR PRADESH,Jhansi,132,57,1
19-11-2025,UTTAR PRADESH,Kannauj,75,44,0
19-11-2025,UTTAR PRADESH,Kanpur Dehat,128,50,0
19-11-2025,UTTAR PRADESH,Kanpur Nagar,189,132,6
19-11-2025,UTTAR PRADESH,Kasganj,96,56,0
19-11-2025,UTTAR PRADESH,Kaushambi,170,58,3
19-11-2025,UTTAR PRADESH,Kheri,235,140,2
19-11-2025,UTTAR PRADESH,Kushinagar,119,124,0
19-11-2025,UTTAR PRADESH,Lalitpur,188,31,2
19-11-2025,UTTAR PRADESH,Lucknow,241,162,64
19-11-2025,UTTAR PRADESH,Maharajganj,110,120,7
19-11-2025,UTTAR PRADESH,Mahoba,78,7,0
19-11-2025,UTTAR PRADESH,Mahrajganj,3,0,0
19-11-2025,UTTAR PRADESH,Mainpuri,97,80,0
19-11-2025,UTTAR PRADESH,Mathura,178,103,1
19-11-2025,UTTAR PRADESH,Mau,70,119,5
19-11-2025,UTTAR PRADESH,Meerut,332,136,9
19-11-2025,UTTAR PRADESH,Mirzapur,105,99,2
19-11-2025,UTTAR PRADESH,Moradabad,349,67,0
19-11-2025,UTTAR PRADESH,Muzaffarnagar,220,76,1
19-11-2025,UTTAR PRADESH,Pilibhit,113,36,0
19-11-2025,UTTAR PRADESH,Pratapgarh,165,52,0
19-11-2025,UTTAR PRADESH,Prayagraj,30,14,5
19-11-2025,UTTAR PRADESH,Rae Bareli,212,80,0
19-11-2025,UTTAR PRADESH,Rampur,152,43,1
19-11-2025,UTTAR PRADESH,Saharanpur,429,76,3
19-11-2025,UTTAR PRADESH,Sambhal,223,75,3
19-11-2025,UTTAR PRADESH,Sant Kabir Nagar,94,84,1
19-11-2025,UTTAR PRADESH,Sant Ravidas Nagar,44,38,0
19-11-2025,UTTAR PRADESH,Shahjahanpur,222,84,3
19-11-2025,UTTAR PRADESH,Shamli,247,71,0
19-11-2025,UTTAR PRADESH,Shrawasti,50,31,0
19-11-2025,UTTAR PRADESH,Siddharthnagar,144,148,3
19-11-2025,UTTAR PRADESH,Sitapur,413,211,3
19-11-2025,UTTAR PRADESH,Sonbhadra,146,58,3
19-11-2025,UTTAR PRADESH,Sultanpur,122,60,1
19-11-2025,UTTAR PRADESH,Unnao,291,97,0
19-11-2025,UTTAR PRADESH,Varanasi,108,136,8
19-11-2025,UTTARAKHAND,Almora,21,2,1
19-11-2025,UTTARAKHAND,Bageshwar,21,3,1
19-11-2025,UTTARAKHAND,Chamoli,12,2,0
19-11-2025,UTTARAKHAND,Champawat,10,0,0
19-11-2025,UTTARAKHAND,Dehradun,135,19,2
19-11-2025,UTTARAKHAND,Garhwal,1,0,0
19-11-2025,UTTARAKHAND,Hardwar,3,1,0
19-11-2025,UTTARAKHAND,Haridwar,138,32,2
19-11-2025,UTTARAKHAND,Nainital,92,5,0
19-11-2025,UTTARAKHAND,Pauri Garhwal,32,3,0
19-11-2025,UTTARAKHAND,Pithoragarh,19,2,0
19-11-2025,UTTARAKHAND,Rudraprayag,12,1,0
19-11-2025,UTTARAKHAND,Tehri Garhwal,47,6,0
19-11-2025,UTTARAKHAND,Udham Singh Nagar,107,20,3
19-11-2025,UTTARAKHAND,Uttarkashi,18,1,0
19-11-2025,WEST BENGAL,Alipurduar,6,2,0
19-11-2025,WEST BENGAL,Bankura,210,34,0
19-11-2025,WEST BENGAL,Barddhaman,231,52,1
19-11-2025,WEST BENGAL,Bardhaman,30,14,0
19-11-2025,WEST BENGAL,Birbhum,204,25,0
19-11-2025,WEST BENGAL,Cooch Behar,81,37,0
19-11-2025,WEST BENGAL,Dakshin Dinajpur,47,15,3
19-11-2025,WEST BENGAL,Darjeeling,53,28,0
19-11-2025,WEST BENGAL,Darjiling,2,4,0
19-11-2025,WEST BENGAL,East Midnapore,30,7,0
19-11-2025,WEST BENGAL,Haora,30,18,0
19-11-2025,WEST BENGAL,Hooghly,183,72,0
19-11-2025,WEST BENGAL,Howrah,154,45,0
19-11-2025,WEST BENGAL,Hugli,1,1,0
19-11-2025,WEST BENGAL,Jalpaiguri,84,48,0
19-11-2025,WEST BENGAL,Jhargram,18,1,0
19-11-2025,WEST BENGAL,Kalimpong,1,2,0
19-11-2025,WEST BENGAL,Koch Bihar,33,16,0
19-11-2025,WEST BENGAL,Kolkata,87,76,0
19-11-2025,WEST BENGAL,Malda,193,55,0
19-11-2025,WEST BENGAL,Maldah,18,11,0
19-11-2025,WEST BENGAL,Medinipur,1,0,0
19-11-2025,WEST BENGAL,Murshidabad,656,72,0
19-11-2025,WEST BENGAL,Nadia,170,48,1
19-11-2025,WEST BENGAL,North 24 Parganas,475,77,0
19-11-2025,WEST BENGAL,North Dinajpur,5,1,0
19-11-2025,WEST BENGAL,North Twenty Four Parganas,28,7,0
19-11-2025,WEST BENGAL,Paschim Bardhaman,15,4,0
19-11-2025,WEST BENGAL,Paschim Medinipur,218,52,0
19-11-2025,WEST BENGAL,Purba Bardhaman,31,10,0
19-11-2025,WEST BENGAL,Purba Medinipur,205,24,0
19-11-2025,WEST BENGAL,Purulia,4,4,0
19-11-2025,WEST BENGAL,Puruliya,198,71,0
19-11-2025,WEST BENGAL,South 24 Parganas,381,103,0
19-11-2025,WEST BENGAL,South Dinajpur,8,2,0
19-11-2025,WEST BENGAL,South Twenty Four Parganas,49,15,0
19-11-2025,WEST BENGAL,Uttar Dinajpur,202,79,0
19-11-2025,WEST BENGAL,West Midnapore,26,10,0
20-03-2025,ANDHRA PRADESH,Spsr Nellore,43,44,29
20-03-2025,ASSAM,Baksa,11,14,13
20-03-2025,ASSAM,Barpeta,24,34,10
20-03-2025,ASSAM,Bongaigaon,25,33,31
20-03-2025,ASSAM,Chirang,12,29,15
20-03-2025,ASSAM,Dhemaji,20,46,19
20-03-2025,ASSAM,Dhubri,89,229,98
20-03-2025,ASSAM,Dibrugarh,10,12,14
20-03-2025,ASSAM,Hojai,27,42,20
20-03-2025,ASSAM,Kamrup,13,20,13
20-03-2025,ASSAM,Kokrajhar,56,130,52
20-03-2025,ASSAM,Lakhimpur,25,34,42
20-03-2025,ASSAM,Marigaon,69,141,39
20-03-2025,ASSAM,Sonitpur,10,28,43
20-03-2025,ASSAM,Tinsukia,84,170,101
20-03-2025,ASSAM,Udalguri,10,46,34
20-03-2025,BIHAR,Patna,12,52,16
20-03-2025,BIHAR,Sitamarhi,51,67,49
20-03-2025,GUJARAT,Banas Kantha,248,69,63
20-03-2025,GUJARAT,Patan,118,14,11
20-03-2025,GUJARAT,Vadodara,36,43,10
20-03-2025,KARNATAKA,Bengaluru Urban,246,112,126
20-03-2025,MADHYA PRADESH,Gwalior,73,25,18
20-03-2025,MAHARASHTRA,Aurangabad,134,38,18
20-03-2025,MAHARASHTRA,Thane,19,13,15
20-03-2025,MEGHALAYA,West Jaintia Hills,55,10,95
20-03-2025,MEGHALAYA,West Khasi Hills,20,19,202
20-03-2025,PUNJAB,Ludhiana,104,13,14
20-03-2025,TAMIL NADU,Kanchipuram,12,12,10
20-03-2025,UTTAR PRADESH,Agra,142,170,34
